"DATE","DESCRIPTION","AMOUNT","ID","MEMO","CURRENT BALANCE"
"02/04/2022","TRANSFER TO MBR 5136510 ACCT 5 02/04/2022 05:59 261385. NISSAN INSURANCE - ","-$56.16","aQBMAGwAVABSAFIAZABtAHUAaQBwAGgAMQBzAGMAVgAyAHIAagBzAG4AQQA9AD0A","","$13,254.29"
"02/04/2022","DB DEBIT - 2-03-2022, SMOKERS HAVEN 3          CONCORD      NH,AUTH# 84243 DEBIT CARD DEBIT","-$24.99","ZAB3AGkAQgB1AHQALwBwAEoARwAzAEcASgA0ADYAKwBPAHAAeQBGAE8AQQA9AD0A","","$13,310.45"
"02/01/2022","DB DEBIT - 2-01-2022, LINODE                   855-454-6633 PA,AUTH# 416550 DEBIT CARD DEBIT","-$5.00","TQB5AHEAVgAyAG0AYgBJAFkAaQBsAFYARQBhAGkAZwA0ADIAbgBGAEUAUQA9AD0A","","$13,335.44"
"01/31/2022","INC TAX - INCOME TAX WITHHOLDING INCOME TAX WITHHOLDING","-$0.23","QgBQAG0AdwBGAGgAOQBHAEgARgBSAFIAeABHAGsASQBlAHoAYwBCADQAUQA9AD0A","","$13,340.44"
"01/31/2022","DIVIDEND","$0.99","WgA5AFQANABGAEMAeABKADIAcAB1AE4ANgB2AHIAWgBpADUAcQBNAFEAdwA9AD0A","","$13,340.67"
"01/31/2022","DB DEBIT - 1-30-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 243712 DEBIT CARD DEBIT","-$7.99","WABXAGsAbQBNAHgAOAByAFMAWQAvAGYAaABZAEcAKwBiADQAdQB1AFAAQQA9AD0A","","$13,339.68"
"01/29/2022","DB DEBIT - 1-29-2022, DOORDASH*POPEYES         WWW.DOORDASH.CA,AUTH# 557556 DEBIT CARD DEBIT","-$21.99","ZABDAHoAQQBRAE4AWgBJAEsAQgBmAGkANABKAHMARgB5AEUAaABaADEAUQA9AD0A","","$13,347.67"
"01/28/2022","DB DEBIT - 1-28-2022, NINTENDO    *AMERICAUS   800-255-3700 WA,AUTH# 822183 DEBIT CARD DEBIT","-$53.47","QQA1AFMANABEAG0AbAA1AHoAUwBSAEsAdAByAHYAawBMAHMAYgBtADAAdwA9AD0A","","$13,369.66"
"01/28/2022","DB DEBIT - 1-28-2022, DOORDASH*WENDYS          WWW.DOORDASH.CA,AUTH# 150634 DEBIT CARD DEBIT","-$25.17","SwBxAEEAWABZAHcAaQB5AHUAVgB3AHIAcAB6ADQASgBlAE8AWABkAEIAdwA9AD0A","","$13,423.13"
"01/27/2022","WITHDRAWAL ATM 0127 1948 062964 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$103.00","awBLAFoAeQAwAC8AYQBiAFEALwAvADIAMABTAEEAVwBGAHEASgA3AFYAZwA9AD0A","","$13,448.30"
"01/26/2022","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP220128","$1,843.89","cABCAEIANQBnAG4AQgBMAFAANgA1AG4AQQBZAEoAVQBDAEEAVwB0AEoAZwA9AD0A","","$13,551.30"
"01/22/2022","DB DEBIT - 1-22-2022, COINBASE, INC.           8325639309   DE,AUTH# 540395 DEBIT CARD DEBIT","-$400.00","bABhAE4AUAB6ADcAWQBrACsAYQB2AEgAMwBDAHMATgA3ADQAcAB5AG0AZwA9AD0A","","$11,707.41"
"01/22/2022","DB DEBIT - 1-21-2022, DAIRY QUEEN #40811       NASHUA       NH,AUTH# 485867 DEBIT CARD DEBIT","-$6.50","WQBsAFIAaQBOAGIAKwB1ADkAaQBvAE8ANQBTAFEAbgBHAE0AVABJAEcAZwA9AD0A","","$12,107.41"
"01/21/2022","WITHDRAWAL POS 0121 2019 483300 CNS PANDORA @ PHEAS00100NASHUA       NH","-$65.00","aQBEAFIAeQB6AFcAWgAvAGIAbgBwAHcAYwBzAFgATQBGAEwAYwBsAFYAQQA9AD0A","","$12,113.91"
"01/21/2022","DB DEBIT - 1-21-2022, SHELL SERVICE STATION    NASHUA       NH,AUTH# 473367 DEBIT CARD DEBIT","-$10.25","YgAvAEkAWQBDADcAagA3AE8ASgBhAEUAdwBJADEAeABBAEkAUgBWAFoAdwA9AD0A","","$12,178.91"
"01/21/2022","DB DEBIT - 1-20-2022, 372PEPSIVEN9147678600    MANCHESTER   NH,AUTH# 788468 DEBIT CARD DEBIT","-$1.85","SgBjAHIAMwBtAGgAZgA4AFcAVwBvAE4AVwByADEARQByAFQAZgA0AFgAUQA9AD0A","","$12,189.16"
"01/21/2022","DB DEBIT - 1-20-2022, COINBASE                 HTTPS://WWW.FCA,AUTH# 914771 DEBIT CARD DEBIT","-$500.00","cQBaAHUAVAAvADcAKwBCAGEAMwB2AEoAegB5AGIASQB3ADUAcwBrAFcAZwA9AD0A","","$12,191.01"
"01/20/2022","WITHDRAWAL ATM 0120 2043 837814 33 COLISEUM AVE         NASHUA       NH","-$43.50","MQBKAFIASwBTAEYAZgBVADkAWgBLAEcAKwBkAEkAdwBGAG8ARgBIAEsAdwA9AD0A","","$12,691.01"
"01/20/2022","DB DEBIT - 1-19-2022, PULSE SOLUTIONS          HTTPSPULSEGROCA,AUTH# 144651 DEBIT CARD DEBIT","-$50.00","dQBhAE8ATgAwAHoAdgByAG4ARQAzAGkATgBXAEMAYwAyAEsAcwBvAGcAUQA9AD0A","","$12,734.51"
"01/19/2022","TRANSFER FROM ACCT 5136510-005 - MOBILE BANKING TRANSFER:637782143056688573","$1,750.00","TQBTADkAUAB2ACsAKwAwAEsAWgBlAC8AeAAyAHYATABHAFcAMwAwAFkAQQA9AD0A","","$12,784.51"
"01/18/2022","DEPOSIT $89.00 ONLINE DEPOSIT: REF # 58493559","$89.00","QgByAFMAdgB4AG0AdQBQADMAWgB3AEQANgBxAHgAaQBuADMAaQBIAFYAZwA9AD0A","","$11,034.51"
"01/18/2022","DB DEBIT - 1-17-2022, SMOKERS HAVEN 3          CONCORD      NH,AUTH# 931171 DEBIT CARD DEBIT","-$11.98","YwBBAE0AcgBLACsAWgBVAEQARgBzAFMAcABHAGIANQBDAGwANwBCAEcAZwA9AD0A","","$10,945.51"
"01/18/2022","DB DEBIT - 1-17-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 738826 DEBIT CARD DEBIT","-$2.99","TwBRAE8AUwA0ADAAaABNADgARwBkADEAcwA4AEwAaABrAG0ALwBUAGkAUQA9AD0A","","$10,957.49"
"01/18/2022","TRANSFER - 5136510-141, AMOUNT:-1172.70, LOAN PAYMENT TRANSFER 01/16/2022 20:03 805422.","-$1,172.70","dgBuAG4AOQBqAG0AVQBhADQATgBPAFoAOQBMAE0AUgAxAE8AbAB2AHIAUQA9AD0A","","$10,960.48"
"01/15/2022","DB DEBIT - 1-15-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 574416 DEBIT CARD DEBIT","-$4.99","aABaAFcAZABZAE8AegA5ADEAVwBzAFUAMgBvADYAOQBSAHcAbABOAC8AZwA9AD0A","","$12,133.18"
"01/15/2022","DB DEBIT - 1-15-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 574414 DEBIT CARD DEBIT","-$5.99","eQAyADQAaABRAEcAbgAxAHkAWgBiAHIAMQBhAHMATABhAFMAZwBWAFgAdwA9AD0A","","$12,138.17"
"01/14/2022","DB DEBIT - 1-13-2022, 372PEPSIVEN9147678600    MANCHESTER   NH,AUTH# 471344 DEBIT CARD DEBIT","-$1.85","dwB5AEQAbABYAEYAMQBCAHUATABmAFoARgBvADIAZwBVAG0AZgBtAHEAUQA9AD0A","","$12,144.16"
"01/14/2022","DB DEBIT - 1-13-2022, EAST BROOK FITNESS       MANSFIELD CENCT,AUTH# 200636 DEBIT CARD DEBIT","-$13.77","OQBWAGQATABIAE8AdwBVAEEAZgBKAEcARABoAEQAMAA1AFkAaQAwAHcAUQA9AD0A","","$12,146.01"
"01/12/2022","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP220114","$1,843.89","eQBYAGMAQgBJADMAKwBBAHgAYwBDAFkAUgBTAHgAVwA2AHoAbgA3AFYAdwA9AD0A","","$12,159.78"
"01/11/2022","DB DEBIT - 1-11-2022, DOORDASH*MCDONALDS       WWW.DOORDASH.CA,AUTH# 21486 DEBIT CARD DEBIT","-$17.93","SwA5AHMARgA4AFgASABHAGQAYgBYAGsAZgBWAGsAUwBGAC8ANwBsAGUAQQA9AD0A","","$10,315.89"
"01/11/2022","DB DEBIT - 1-10-2022, 372PEPSIVEN9147678600    MANCHESTER   NH,AUTH# 894068 DEBIT CARD DEBIT","-$1.85","egBVADkAawAzAGwAWgBCAFAAZABoAE0AcgBjAG4ARgBXADEAQgB2AG0AdwA9AD0A","","$10,333.82"
"01/11/2022","DB DEBIT - 1-10-2022, SMOKERS HAVEN 3          CONCORD      NH,AUTH# 924758 DEBIT CARD DEBIT","-$2.99","TABBAG0AUwBZAFAASABiAGIAWgA5AEEASABGAEYAOAA2AGEATQBtADAAUQA9AD0A","","$10,335.67"
"01/10/2022","DB DEBIT - 1-10-2022, SHELL SERVICE STATION    NASHUA       NH,AUTH# 929299 DEBIT CARD DEBIT","-$13.31","OABCAE0AQwBVAEMAZABjAEoAaAB1AEMASgB1ADYARgBrADMAWABEAHoAUQA9AD0A","","$10,338.66"
"01/10/2022","WITHDRAWAL ATM 0110 1840 922637 379 AMHERST STRET       NASHUA       NH03062","-$40.00","eQBHAGkAcQBFAGkAOABVAFUASwB5AG0ANQBKAGQAVQBFAGwAeABXACsAZwA9AD0A","","$10,351.97"
"01/10/2022","DB DEBIT - 1-08-2022, CALIFORNIA BURRITOS LLC  603-7188745  NH,AUTH# 667100 DEBIT CARD DEBIT","-$10.42","SgA4ADAAawBsAHAAbQBXAGQAYQBjAGwARwA2AEcAQwBIADUAaABRAHcAZwA9AD0A","","$10,391.97"
"01/10/2022","DB DEBIT - 1-08-2022, 372PEPSIVEN9147678600    MANCHESTER   NH,AUTH# 575452 DEBIT CARD DEBIT","-$1.85","eAAzAEEAcgBoAEkAQgBXAFkAVwAyAFoANgBYAGkAeAAzAFoAMgBTAHEAUQA9AD0A","","$10,402.39"
"01/10/2022","DB DEBIT - 1-08-2022, SMOKERS HAVEN 3          CONCORD      NH,AUTH# 811309 DEBIT CARD DEBIT","-$24.98","MQBJAG8AKwB0AFcAQQBqAEsATQBDAE0ALwA4AGYAeABiAHoAcQBXAFoAdwA9AD0A","","$10,404.24"
"01/10/2022","DB DEBIT - 1-09-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 847290 DEBIT CARD DEBIT","-$18.99","TABXAFMAUgBRAEYAcQBUAGwAVgBIAEIAYgBlAEkAOQB5ADkAUQBWAHUAZwA9AD0A","","$10,429.22"
"01/08/2022","WITHDRAWAL ATM 0108 1345 644078 850 CHELMSFORD ST       LOWELL       MA","-$83.50","cQBqAEIAbwBVAEEAeABOAHQAWAAvAEMAVABFAEkAMgBKAFcAUAA1AEEAdwA9AD0A","","$10,448.21"
"01/08/2022","WITHDRAWAL POS 0108 1318 627188 GULF N MAIN PETR SVC    NASHUA       NH","-$10.29","bwBmAEEAagBzAFUARwBqAFIAMABWAFcAUQBzAGQAVQB3AFQAUgBiAHQAQQA9AD0A","","$10,531.71"
"01/07/2022","DB DEBIT - 1-07-2022, DOORDASH*BUFFALO WILD    WWW.DOORDASH.CA,AUTH# 488120 DEBIT CARD DEBIT","-$36.95","MABJAFYAbgB2AHkASABnADEARABzAEQAdgBkAGEAeABBAEkAKwAyAEkAdwA9AD0A","","$10,542.00"
"01/05/2022","ELECTRONIC WITHDRAWAL SUBSCRIPTION    ACORNS    010522","-$3.00","MwBSAFIAOQAyAHMANQBXAGQALwBiAEwAQQBzAFgAagBjAG0ASABMAEwAZwA9AD0A","","$10,578.95"
"01/04/2022","TRANSFER TO MBR 5136510 ACCT 5 01/04/2022 04:21 481737. NISSAN INSURANCE - ","-$56.16","ZwAyAEgAcABlAGgASABKADIAeAA4AEQAVQBnAGIATABPADMANQBZAGMAUQA9AD0A","","$10,581.95"
"01/03/2022","WITHDRAWAL ATM 0103 1456 778179 33 COLISEUM AVE         NASHUA       NH","-$43.50","bwAvAHMASwBoADUALwBjAHcAaABqAFgAbgByAEUAQwBLADcAZQB6ADMAdwA9AD0A","","$10,638.11"
"01/03/2022","DB DEBIT - 1-03-2022, APPLE.COM/BILL           866-712-7753 CA,AUTH# 310407 DEBIT CARD DEBIT","-$7.99","UQBmAGYAVQBBAFYAVQA4AEUAdwBuAGcAQgBIAEUAcAAzAFUAZABxAHcAUQA9AD0A","","$10,681.61"
"01/01/2022","DB DEBIT - 1-01-2022, LINODE                   855-454-6633 PA,AUTH# 469095 DEBIT CARD DEBIT","-$5.00","cgBSAFQASgBhAHAAagBmAG4AegBoADgAdgBpAFAAZgBlAEoAQwA1AEEAUQA9AD0A","","$10,689.60"
"12/31/2021","INC TAX - INCOME TAX WITHHOLDING INCOME TAX WITHHOLDING","-$0.45","dABMAG0AegBYAC8AbwBxAG8AZgByAHkAcABMAFkATgBXAHIAWQBpADQAQQA9AD0A","","$10,694.60"
"12/31/2021","DIVIDEND","$1.91","eABUADgAbwBNADgAWQA5AGwASwAvAG8AdgA0AHkARwBQAEoAcABiAEMAdwA9AD0A","","$10,695.05"
"12/31/2021","WITHDRAWAL ATM 1231 1205 989146 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$58.00","TwBwAEgAegBWAFEAaABoAHgAWgAxAEkANAAvAHIAVgBMAGgAUgAwAGoAZwA9AD0A","","$10,693.14"
"12/30/2021","DB DEBIT - 12-30-2021, DOORDASH*7-ELEVEN        WWW.DOORDASH.CA,AUTH# 48839 DEBIT CARD DEBIT","-$23.33","QgA0AE8ATABNAE0ANgBkAHEARgBEAEQAegBQAHMAbQBPAGkAdQBWAG0AdwA9AD0A","","$10,751.14"
"12/28/2021","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP211230","$1,834.51","bwBXAHQANAArAGsAUQBZAG4AMwB6AHoAagBGAEwAbABIAHcARQBvAGgAUQA9AD0A","","$10,774.47"
"12/27/2021","DB DEBIT - 12-27-2021, SHELL SERVICE STATION    NASHUA       NH,AUTH# 460048 DEBIT CARD DEBIT","-$10.24","ZAArAFIAVQBzAGwAOQBmAGUATABVAFYAQgBuAE4ATwBQAGYARQBoADUAQQA9AD0A","","$8,939.96"
"12/27/2021","DB DEBIT - 12-26-2021, HANNAFORD #8186          NASHUA       NH,AUTH# 144062 DEBIT CARD DEBIT","-$12.97","QwBRAEQAbQAxAGwAZwBBAFEAYQB4ADcAWgBLAEoAMwBiADQAagB0AGEAQQA9AD0A","","$8,950.20"
"12/27/2021","DB DEBIT - 12-26-2021, HANNAFORD #8186          NASHUA       NH,AUTH# 142284 DEBIT CARD DEBIT","-$20.00","bQBtADcAaABWAFQATQBxAHEAWQBDAFAARwBOAEoAYgA1AGoAawA3ADAAZwA9AD0A","","$8,963.17"
"12/27/2021","WITHDRAWAL ATM 1226 1535 039641 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$53.00","bgAvAE0ANABNAGsAUABqAEkAYwB1AHoAUAA1AGwAQQBkAFQAUQBsAHEAQQA9AD0A","","$8,983.17"
"12/24/2021","DB DEBIT - 12-24-2021, SAFELITE AUTOGLASS       614-210-9192 OH,AUTH# 158187 DEBIT CARD DEBIT","-$539.98","UgByAGYAUwB5AFMAVQB0AEkAdQBWAHcAKwA1AGYAbABTAEQAZwBrAGYAQQA9AD0A","","$9,036.17"
"12/24/2021","DB DEBIT - 12-23-2021, POPEYES 12531            NASHUA       NH,AUTH# 250272 DEBIT CARD DEBIT","-$10.27","WgAyAE4ATABzAHoAUwBpAG8ASQAxAHgAbABaADQAZABIAGMAbwA1AG8AZwA9AD0A","","$9,576.15"
"12/24/2021","DB DEBIT - 12-23-2021, PANERA BREAD #203416 P   NASHUA       NH,AUTH# 266118 DEBIT CARD DEBIT","-$7.91","TwBqAEcALwBCAG0AYwBNAHMAYwBnAEkAdgBSAEMAdgBmAGMASABUADkAdwA9AD0A","","$9,586.42"
"12/23/2021","DB DEBIT - 12-23-2021, DOORDASH*MCDONALDS       WWW.DOORDASH.CA,AUTH# 854607 DEBIT CARD DEBIT","-$31.08","cQBWAEYASgBUAHcAWgB6AHQAUAB6AHAAdwB6AEoAMgA1AHQAUQByAEUAdwA9AD0A","","$9,594.33"
"12/22/2021","WITHDRAWAL POS 1222 1817 692102 LUKOIL                  TYNGSBORO    MA","-$10.18","ZQBqADIAYgBjADQAWAArAHQASABoAGgAUABuAE0ASgB5AHgAVABVAFMAdwA9AD0A","","$9,625.41"
"12/22/2021","WITHDRAWAL ATM 1222 1812 688582 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$33.00","QgBxAFQANgBrAGsAaQAvAFgATABVAHUAbwBVAGYAdQBCAHkASABzAEUAQQA9AD0A","","$9,635.59"
"12/21/2021","DB DEBIT - 12-21-2021, SMKYBONES WNG-BGR X 751  TYNGSBORO    MA,AUTH# 360364 DEBIT CARD DEBIT","-$43.08","SwBFAHgAUABXAGoAZgBEAHAAWQA5ADMAWABlADAAcgA1AFgAdQArADQAZwA9AD0A","","$9,668.59"
"12/21/2021","DB DEBIT - 12-21-2021, DOORDASH*MCDONALDS       WWW.DOORDASH.CA,AUTH# 173193 DEBIT CARD DEBIT","-$24.72","awA0AFIAWgBMAGkAdQBpAG4AYQAzAHUAcAB4AGcANwByAEUAKwBnAGYAZwA9AD0A","","$9,711.67"
"12/20/2021","DB DEBIT - 12-19-2021, PULSE SOLUTIONS          HTTPSPULSEGROCA,AUTH# 631110 DEBIT CARD DEBIT","-$50.00","NABhADUAeABEAFQALwBIADUATABqADkARQBNAGcASgBEAFgAMgBJADEAQQA9AD0A","","$9,736.39"
"12/18/2021","DB DEBIT - 12-17-2021, SARKU JAPAN 079          NASHUA       NH,AUTH# 265416 DEBIT CARD DEBIT","-$11.91","ZgA3AEIAMQAzAGgAegBmAGEAVgBDAFoANgBiAEcARQBzAFYAawBkAG8AdwA9AD0A","","$9,786.39"
"12/17/2021","DB DEBIT - 12-17-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 743214 DEBIT CARD DEBIT","-$2.99","UwBqADcAWgAvACsANgBFAFcAYwBsAEsATgA3ADQANQBFAFUAdwAvAHQAZwA9AD0A","","$9,798.30"
"12/17/2021","DB DEBIT - 12-17-2021, DOORDASH*CHICK-FIL-A     WWW.DOORDASH.CA,AUTH# 269784 DEBIT CARD DEBIT","-$48.30","ZgB1AEgAeQBrAG0ASQBuAE4AWgAvAEcAWgBDAHQAZgB2AFoAQgBqAEkAdwA9AD0A","","$9,801.29"
"12/16/2021","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP211217","$1,834.51","cQBBAHkAUwBYADMAYQBsAHAATgB2AGkANAB3AG8ALwB4ADgATAA4AFgAUQA9AD0A","","$9,849.59"
"12/15/2021","DB DEBIT - 12-15-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 302043 DEBIT CARD DEBIT","-$4.99","WQBxAGYAbwBpAHQANQAwADgAUAB1ADkALwBmADMAMQBwAEsAdgBJAFMAZwA9AD0A","","$8,015.08"
"12/14/2021","DB DEBIT - 12-13-2021, EAST BROOK FITNESS       MANSFIELD CENCT,AUTH# 960414 DEBIT CARD DEBIT","-$13.77","SQBpAEwAVwAyAE0AbgBJAEIAcwBqAG8AMgBZAEgASgBnAHcAMQBIAE4AUQA9AD0A","","$8,020.07"
"12/13/2021","DB DEBIT - 12-12-2021, VENMO*                   VISA DIRECT  NY,AUTH# 640150 DEBIT CARD DEBIT","-$45.00","eABJAE8AagBhADUASABhAG4ASQB3AEIAegBFACsANgBUAEsAWQAwAHUAUQA9AD0A","","$8,033.84"
"12/13/2021","DB DEBIT - 12-12-2021, VENMO*                   VISA DIRECT  NY,AUTH# 286053 DEBIT CARD DEBIT","-$15.00","ZABNAFMARABMAEoAVQBIADkAMwBGAE0ARgB2AFcAUgBGAGIANAAzADkAUQA9AD0A","","$8,078.84"
"12/11/2021","DB DEBIT - 12-11-2021, SHELL SERVICE STATION    NASHUA       NH,AUTH# 175214 DEBIT CARD DEBIT","-$20.24","ZAAyAFQAWgAwAG4AagBSAGsAYgBoAFEAZgBFAEUAeQBWAFEAbwBtAFUAdwA9AD0A","","$8,093.84"
"12/11/2021","WITHDRAWAL ATM 1211 1107 771120 116 WEST PEARL STREET   NASHUA       NH","-$43.00","RgBJAE8AVwBHAFMAdgB6AFYAagAzAGwAVwBNAEQAcAArAFkAYwBBADAAdwA9AD0A","","$8,114.08"
"12/09/2021","DB DEBIT - 12-10-2021, VENMO*                   VISA DIRECT  NY,AUTH# 704567 DEBIT CARD DEBIT","-$25.00","UQBuAEEAMQBZAEwAWQBmAE4AbABhAHcAYwBsAEQAYwBVAHUAOABEAGwAZwA9AD0A","","$8,157.08"
"12/09/2021","DB DEBIT - 12-09-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 226345 DEBIT CARD DEBIT","-$9.99","RABoAE8ASwB0ADkAQQBHADkAWgBpAHoAawBVAHUAdgBOADMARgBFADEAQQA9AD0A","","$8,182.08"
"12/07/2021","WITHDRAWAL ATM 1207 1647 244082 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$33.00","ZQArAG4AVQBVAEEAbABVADgAWQBxAFQAMABUAEkATQBVAFkAagBwADkAdwA9AD0A","","$8,192.07"
"12/06/2021","ELECTRONIC WITHDRAWAL SUBSCRIPTION    ACORNS    120621","-$3.00","ZwBRAFcASQA0AFcAbwBVAHMAUgBJAFcAKwBQAEwAaAB2ADIAKwBMAFMAdwA9AD0A","","$8,225.07"
"12/06/2021","DB DEBIT - 12-04-2021, POPEYES #11232           WATERBURY    CT,AUTH# 355806 DEBIT CARD DEBIT","-$9.65","UQA1AE4AaABnAGoAagBiADIAcAB3AE0ASAB6AG0AaQB1AGUANwBWAEMAUQA9AD0A","","$8,228.07"
"12/04/2021","DB DEBIT - 12-04-2021, APPLE.COM/BILL           866-712-7753 CA,AUTH# 657306 DEBIT CARD DEBIT","-$7.99","cABuAE0ASABPAFcAOQBNADQAZgA1ADgANgA0AGUAQQA5AEIAYgBCAGkAdwA9AD0A","","$8,237.72"
"12/04/2021","TRANSFER TO MBR 5136510 ACCT 5 12/04/2021 03:03 734380. NISSAN INSURANCE - ","-$56.16","SwBRAEkARQB4AG8AeABxAGcANQBTAGIAdQAzAFEARwAvAG0AYQBVAHMAQQA9AD0A","","$8,245.71"
"12/03/2021","DB DEBIT - 12-04-2021, VENMO*                   VISA DIRECT  NY,AUTH# 795342 DEBIT CARD DEBIT","-$18.00","KwAyAHgATgBXAEYAUwBCAFIAdwBjADUAcQBNADUAOABzAHEAOQB5AEgAQQA9AD0A","","$8,301.87"
"12/02/2021","DB DEBIT - 12-01-2021, EAST BROOK FITNESS       MANSFIELD CENCT,AUTH# 865989 DEBIT CARD DEBIT","-$42.49","UwBRADQATQA4AGQAUwBYAHkARgBQADcAWQA1AGsAcABIADQAeAArAFkAUQA9AD0A","","$8,319.87"
"12/02/2021","DB DEBIT - 12-01-2021, TARGET.COM  *            800-591-3869 MN,AUTH# 140135 DEBIT CARD DEBIT","-$34.99","cgByAGMAYwA5AHgALwBsAGsAKwBhAEQAMQBtAGwAbABPAGoAbwBMAEUAZwA9AD0A","","$8,362.36"
"12/01/2021","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP211203","$1,834.50","VgByAHYASwBRAHoAZwBBAEYAUAA2AHEAeQA4AGMALwBsAEMAbABUAHAAZwA9AD0A","","$8,397.35"
"12/01/2021","DB DEBIT - 12-01-2021, LINODE                   855-454-6633 PA,AUTH# 795044 DEBIT CARD DEBIT","-$5.00","UgBSADkAawB2AEwARQBkAHgAUwBaAEsAUQA1ADEAaQBNAHgAdwBlAFUAUQA9AD0A","","$6,562.85"
"11/30/2021","INC TAX - INCOME TAX WITHHOLDING INCOME TAX WITHHOLDING","-$0.30","MgB5ADkAMABBADIAQQBIAFQAcABNAGcATgBQAFYAMQA4ADEAMwBMAEUAZwA9AD0A","","$6,567.85"
"11/30/2021","DIVIDEND","$1.28","LwBnAGoAQwBpAGwANQBrAE0AVQB1AEIAYwA3AHoAOQBYAEEAZgBMAFkAUQA9AD0A","","$6,568.15"
"11/26/2021","DB DEBIT - 11-26-2021, NINTENDO    *AMERICAUS   800-255-3700 WA,AUTH# 346720 DEBIT CARD DEBIT","-$7.99","SgBZAGcAZQBlAGYAQwBqAFkAbQBhAE0ANgBMAGMALwB3AEcAeAA0AFMAdwA9AD0A","","$6,566.87"
"11/26/2021","DB DEBIT - 11-25-2021, DNCSS TD GARDEN CONCES   BOSTON       MA,AUTH# 864085 DEBIT CARD DEBIT","-$11.77","NgBQAEMAVgBYADgAZABpAEUASQBJAGoANgBSAFAALwBCAEcAMgBlAHAAUQA9AD0A","","$6,574.86"
"11/23/2021","WITHDRAWAL ATM 1123 1318 827838 850 CHELMSFORD ST       LOWELL       MA","-$83.50","OAA1AGYAcQBPAE0AawB3AC8AVgBrAFcAYQAyAFYAbgAyAGMAegBJAFYAUQA9AD0A","","$6,586.63"
"11/22/2021","DB DEBIT - 11-21-2021, BUFFALO WILD WINGS       NASHUA       NH,AUTH# 823469 DEBIT CARD DEBIT","-$90.75","aQBSACsAVQBrAHgAegB2AFQAMQBaAG4ASQBZAHYAOABrAGwAegA0AE8AZwA9AD0A","","$6,670.13"
"11/22/2021","WITHDRAWAL ATM 1122 1737 347030 420 MIDDLESEX ROAD      TYNGSBOROUGH MA","-$113.00","eABkAEcAYgBVAFcAcwBQAHoAVgA5AFQAVAB3AGEAVQB4AGcAZwBDAHkAZwA9AD0A","","$6,760.88"
"11/20/2021","DB DEBIT - 11-20-2021, NINTENDO    *AMERICAUS   800-255-3700 WA,AUTH# 282722 DEBIT CARD DEBIT","-$59.99","UgBrAEYAagBnAFQATQBhAEwARQA3AHEAMABnAG0ASgByADcAZABDAGwAdwA9AD0A","","$6,873.88"
"11/20/2021","DB DEBIT - 11-19-2021, PULSE SOLUTIONS          HTTPSPULSEGROCA,AUTH# 384694 DEBIT CARD DEBIT","-$50.00","NwBpAHgATAA2ADYAegBuAGUARQBZAFYAZABpAFMAWAA0AHEANQBuAGwAZwA9AD0A","","$6,933.87"
"11/19/2021","DB DEBIT - 11-19-2021, DOORDASH*MCDONALDS       WWW.DOORDASH.CA,AUTH# 471514 DEBIT CARD DEBIT","-$25.37","YgAzAHQASwB5AHUAUgA5ADMAYQBPADEANQAvADIAbQBJAGMAcQBRAEgAZwA9AD0A","","$6,983.87"
"11/19/2021","DB DEBIT - 11-18-2021, APPLE.COM/BILL           408-974-1010 CA,AUTH# 635959 DEBIT CARD DEBIT","-$2.99","bAA5AFAAMwBDADkANgBGAGQAcQBnAGMAZwBSAEEAZwB4AE0ALwBaAEEAQQA9AD0A","","$7,009.24"
"11/18/2021","DB DEBIT - 11-18-2021, SHELL SERVICE STATION    NASHUA       NH,AUTH# 698057 DEBIT CARD DEBIT","-$20.20","WgBRAEYAWABtAFEAVwA0AHMASABnAGUANgBmAE8ALwBEAE4AMABxAGUAZwA9AD0A","","$7,012.23"
"11/17/2021","ELECTRONIC DEPOSIT - AGENUS INC      DIRECT DEP211119","$1,834.52","VABNACsAdABOAGEAWQByAGcANABFAGsAUABXAHIAdwArAHMAUAAzAE8AQQA9AD0A","","$7,032.43"
"11/17/2021","DB DEBIT - 11-16-2021, CITY OF NASHUA NH WEB    603-6737155  NH,AUTH# 832844 DEBIT CARD DEBIT","-$10.00","SAAxAG4AYgBSAFAAWgBWAGoANgB1AHkASwBkAEsATQAzADYAUABXAE0AQQA9AD0A","","$5,197.91"
